Thread Size,Cable Type,Number of Lamps,Temperature Range,RPM,Dimmable,Box Type,Head Type,Enclosure,Wall Thickness,Beam Type,"BORE 
AREA",Packaging Type,Max. Diameter,Minimum Operating Temperature,Models,End Type,Gauge Thickness,Color Temperature,Nominal Size,Hub Size,Inlet Size,Humidity Range,Tensile Strength,Shank Size,MICRONS,Overall Length,Total Harmonic Distortion,Series,Duct Diameter,Housing Width,Flange Width,Price,Voltage Rating,Fixture Type,Hex Size,Motion Sensing,Gauge,Light Color,Low Lead Compliance,Flange Thickness,Rod Size,Sensor Type,Bolt Hole Size,Fan Motor Wattage,Strands,size,Average Life,Mounting Type,Element Material,url,On Hand,Current/Amps,Category,"OPENING 
THRU 
BALL",Insulation Material,Housing Material,Grille Material,Hose Recommend,Nipple Type,Slot Size,Power Rating,Insulated/Non-Insulated,Connection Type,Min. Diameter,Description,Flexibility,Outlet,Operation Type,Number of Pieces,Diameter,Cable Tap,Humidity Sensing,"WIRE 
DIAMETER",Model,Cord Diameter,Details,Connector Type,Thread (Female NPT),For,ELEMENT MATERIAL,Finish,Abrasive Material,Liner Material,Flow GPM,Amperage Rating,Shape,Form,Dielectric Strength,Blow-Off Size,Power Factor,Conduit Size,Capacity,Number of Knockouts,Adhesive Material,Hub Diameter,Timing Range,"VENT 
AREA",Cutout,Cord Size,OPENING,TORQUE,Outlet Size,Feed Type,BODY MATERIAL,Fixture Wattage,Pressure Rating,Short Circuit Current Rating,Tap Quantity,Drive Type,Flow Path,"GASKET 
MATERIAL",Mounting Orientation,Schedule Rating,Max. Pressure (PSI),Opening Pressure,Part Name,Stages Heat,Horse Power,Composition,Number of Heads,Frame,Length,Element Size,GPH,Tongue Size,Supplier,Actuator,Hole Size,Bolt Size,Grille Length,Media,Electrical Ratings,Start Type,Container Size,Volt,Specifications,Number of Hubs,Number of Gangs,"MAX
PSI",Style,Orientation,Number of Cables,Number of Outlets,"FEMALE 
NPT",Cable Openings,Conductor Material,Max. Output,Sones,Specifications Met,Ballast Factor,Phase,Number of Poles,Head Size,Bolt Circle Diameter,Number of Holes,Angle,Construction,Conductor Type,"EPDM REPAIR 
KIT NO",Flow Rate,Terminal Type,Operation Mode,Supplemental Files,Lamp Base Type,Part Type,KSCdirect Part #,Container Type,Body Material,Depth,Length Through Hub,Usable Length,Flammability Rating,Radius,Adapter Size,Voltage,Lamp Wattage,"PIPE 
SIZE",Peak Surge Current,Die Type,Insulation,Diameter - Thread Size,Width,Jacket Color,Control,Housing Finish,Flash Point,Ball Material,Fan Switching,Port Type,Simplex,Bundle Diameter,Number of Ports,Rate Range,RIB COLOR,Tube Size,Roll Length,Manufacturer,Point Size,Family,Lamp Base,Type of Seals,Point Type,TYPE,Number of Jaws,Dimensions,Plug Type,Roll Width,"BORE 
SIZE","MAX 
TORQUE",Max Flow GPM,MESH SIZE,Drive Size,Specific Gravity,Type,Outside Diameter,Max Pressure,Knockout Size,Bolt Material,Stud Size,Bar Length,Operation,Barbs,UPC,Ports,GPM,Pipe Size,Standard Pack,Wire Type,Coupling Recommendation1,Action,Module Type,Spring Type,Grit,Contact Configuration,Stem & Pin Material,Gph,Stages Cool,Min. Pressure (PSI),Material Type,Method of Manufacture,Resistance,AC Cable Size,Actuator Type,Width (In.),Air Flow Rate,Core Diameter,Ballast Type,"REPLACEMENT 
HANDLE",Trade Size,NEMA Rating,Contact Form,"REPAIR 
KIT",Frequency Rating,Legend Color,Ceiling Opening,Coupler Size,Number of Stages,Recommended Torque,Terminal Designations,Disc Material,Maximum Steady Load,THREAD TYPE,Pressure Class,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Incandescent Equivalent,Measurement System,Mounting,Shell Style,Grille Width,MFG Part #,Time Setting,Lamp Finish,Max. Speed,Load Capacity,Contact Rating,HP,Max. Pressure,Material,Thermostat Type,Class,Lighting Technology,Odor/Scent,"EPDM SEAL 
KIT NO",Pipe Size NPT,Color Rendering Index (CRI),Nominal Discharge Current,Inlet to Outlet Length,Lamp Type,Thread (Male NPT),Operating Cycles,Number of Wires,Cord Length,Tab Size,Display Type,Thread Type,Designation,Tungsten Rating,FITS VALVES,Softgoods Material,Slot Spacing,Jacket Material,Trip Type,Environmental Conditions,"% OPEN 
AREA",Duplex,End Style,Number of Conductors,Horsepower,Adhesion Strength,Inlet,Cover Type,Barrel Type,Depth (In.),Grade,Hand Wheel Diameter,Minimum Starting Temperature,SEAL KIT NO,Power Source,Orifice Size,Top to Inlet Center,Tap Size,Pressure,AC/DC,Conductor Size,Lock Mechanism,Inlet/Outlet,Light Output,Cable Size,Strainer,Size,Housing Height,Wire Size,Actuation Type,Maximum Operating Temperature,Flow,Enclosure Type,Receptacle Type,Operational Mode,Fitting/Connector Type,For Use with,Body Type,Color,Trim Material,Lumens,Seal Material,Max Pressure PSI,Handle Type,Suitable For Use With,Coil Voltage,Height (In.),Main/Run Size,Title,Control Range,Staple Size,Number of Bolt Holes,Housing Length,Backing Material,"MIN-MAX 
DIAMETER",Ballast Load,Insulated,Wattage,Legend,Thickness,Insulation Type,Average Ft,THREAD SIZE,Bend Radius,Cleat Type,Differential,Inside Diameter,End Connection Type,Use with,Barrel Size,image,Min Diameter,Height,Hub Type,ELEMENT SIZE,Run Size,Cable Entry Size,Temperature Rating,Working Pressure,Band Material,Connection,Interrupt Rating,"HOLE 
SIZE","FITS 
SS"
,,,,,,,,,,,,,,,,,,,1 in,,,,,,,,,,,,,$4.80,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B829-010/Spears_1%2BPVC%2BSCH%2B80%2BCOUP%2BS%2BX%2BS,518,,Piping & Fittings,,,,,,,,,,,,1 PVC SCH 80 COUP S X S,,,,,,,,,,,"Description
Spears® Coupling, Standard, Fitting/Connector Type: Coupling, 1 in Nominal, Socket, 2-15/32 in Length, SCH 80/XH, 150 psi, Method of Manufacture: Molded, PVC, Gray, 1-23/32 in W, Domestic
Standards/Approval:
ASTM D1784
ASTM D2467
ANSI B16.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 psi,,,,,,,SCH 80/XH,,,,,,,,,2-15/32 in,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5487449,,,SPE 829-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,1-23/32 in W,,,,,,,,,Standard,,,,,,,,,054211168486,,,,,,,,,,,,,,,,,Molded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,829-010,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Socket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling,,,Gray,,,,,,,,,,1 PVC SCH 80 COUP S X S,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20829-010&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-1/2 in,,,,,,,,,,,,,$5.62,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B806-015/Spears_1-1%252F2%2BPVC-80%2B90%2BELL%2BS%2BX%2BS,311,,Piping & Fittings,,,,,,,,,,,,1-1/2 PVC-80 90 ELL S X S,,,,,,,,,,,"Description
Spears® 806-015, Standard, 90 deg Elbow Fitting/Connector, 1-1/2 in Nominal, Socket End Style, SCH 80 Schedule, 150 psi Pressure, Molded Method of Manufacture, PVC, Gray, 73 deg F, Domestic/Import: Domestic
Standards/Approval:
ASTM D1784
ASTM D1785
ASTM D2464
ASTM D2467
NSF Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 psi,,,,,,,SCH 80/XH,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5553930,,,SPE 806-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,Standard,,,,,,,,,054211168653,,,,,,,,,,,,,,,,,Molded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,806-015,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Socket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 deg Elbow,,,Gray,,,,,,,,,,1-1/2 PVC-80 90 ELL S X S,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20806-015&mdx=300,,,,,,,73 deg F,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.01,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B406-015/Spears_1-1%252F2%2BPVC-40%2B90%2BELL%2BS%2BX%2BS,516,,Piping & Fittings,,,,,,,,,,,,1-1/2 PVC-40 90 ELL S X S,,,,,,,,,,,"Dimensional data, if shown, is represented in fractional inches and floating point millimeters
G=1- 1/16
H=2-11/32
M=2- 1/4
G=26.99
H=59.53
M=57.15
Part Number
:
406-015
Size
:
1-1/2""
Box Qty
:
25
Weight Lbs
:
0.25
Weight gm
:
113.00
Weight Kg
:
0.11
Material
:
PVC
Prod Code
:
040
Color
:
WHITE
Bsh/Fab/Mld
:
Molded
Description
:                     1-1/2 PVC 90 ELL SOC SCH40
1-1/2 PVC-40 90 ELL S X S
View catalog page
Keywords: SPEARS SPE 406-015 406-015 SPEARS MFG. COMPANY 054211140826         1-1/2 PVC-40 90 ELL S X S
Category:
[0] => FITTINGS => PLASTIC PIPE FITTINGS => PVC SCH 40 PRESSURE FITTINGS => 90 ELBOWS
[1] => SUPPLIER DIRECTORY => SPEARS MFG. COMPANY => PVC CPVC Schedule 40 Pipe and Fittings => 90° ELL => FITTINGS => PLASTIC PIPE FITTINGS => PVC SCH 40 PRESSURE FITTINGS => 90 ELBOWS
Product group: 040 - SCH40 PVCWHT MLD FTGS THRU 8""
E: EPDM O-ring
ELL: ellbow or elbow
Kelly Legacy Part Number: 1102105
PVC Fittings & Components PVC Schedule 40 White Molded thru 8",,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,SPE 406-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,Standard,,,,,,,,,054211140826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406-015,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/2 in,,,,,,,,,,,,White,,,,,,,,,,1-1/2 PVC-40 90 ELL S X S,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20406-015&mdx=300,,,,,,,,,,Socket x Socket,,,
,,,,,,,,,,,,,,,,,,,1/2 in,,,,,,,,,,,,,$3.04,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/NIP%2B304%2B1%252F2X3/Merit%2BBrass%2BCompany_1%252F2%2BX%2B3%2BSCH%2B40%2BTYPE%2B304%2BSS%2BNIPPLE,230,,Piping & Fittings,,,,,,,,,,,,1/2 X 3 SCH 40 TYPE 304 SS NIPPLE,,,,,,,,,,,"Description
Merit Brass Pipe Nipple, 1/2 in Nominal, MNPT, 3 in Length, SCH 40/STD, Welded, 304L Stainless Steel, Domestic
Standards/Approval:
ANSI B1.20.1
ASTM A312/SA312/A733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCH 40/STD,,,,,,,,,3 in,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP 304 1/2X3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,671404026790,,,,,,,,,,,,,,,,,Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,4008-300,,,,,,,,304L Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 X 3 SCH 40 TYPE 304 SS NIPPLE,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20304%201%2F2X3&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1 in,,,,,,,,,,,,,$7.69,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B836-010/Spears_1%2BPVC%2BSCH%2B80%2BMALE%2BADPT,252,,Piping & Fittings,,,,,,,,,,,,1 PVC SCH 80 MALE ADPT,,,,,,,,,,,"Description
Spears® 836-010, Standard, Adapter Fitting/Connector, 1 in Nominal, Socket x MNPT End Style, 2-5/32 in Length, SCH 80/XH Schedule, 150 psi Pressure, Molded Method of Manufacture, PVC, Gray, Domestic/Import: Domestic
Standards/Approval:
ASTM D1784
ASTM D2467
ANSI B16.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 psi,,,,,,,SCH 80/XH,,,,,,,,,2-5/32 in,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5534178,,,SPE 836-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,Standard,,,,,,,,,054211167984,,,,,,,,,,,,,,,,,Molded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,836-010,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Socket x MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adapter,,,Gray,,,,,,,,,,1 PVC SCH 80 MALE ADPT,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20836-010&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.28,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/PIPE%2BBLK%2BTC%2B1%252F2/Approved%2BSupplier_1%252F2%2BBLK%2BSCH40%2BPIPE%2BT%2526C,4410,,Piping & Fittings,,,,,,,,,,,,1/2 BLK SCH40 PIPE T&C,,,,,,,,,,,"1/2 BLK SCH40 PIPE T&C
View catalog page
Keywords: WHEATL PIPE BLK TC 1/2  WHEATLAND TUBE COMPANY LACLED00095          1/2 BLK SCH40 PIPE T&C
Category:
[0] => PIPE & TUBING => STEEL PIPE => SCH 40 BLACK PIPE - T & C
[1] => SUPPLIER DIRECTORY => WHEATLAND TUBE COMPANY => PIPE & TUBING => STEEL PIPE => SCH 40 BLACK PIPE - T & C
Kelly Legacy Part Number: 1041519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPE BLK TC 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,Pipe Nipple BLK 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12SBPTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 BLK SCH40 PIPE T&C,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=PIPE%20BLK%20TC%201%2F2&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1 in,,,,,,,,,FIG 2125,,,,$25.94,,,2-25/32 in,,,,,,,,,,,,,,,https://kscdirect.com/item/UNION%2B3000%2BSCR%2B1/ASC%2BEngineered%2BSolutions_1%2B3000%2523%2BFS%2BSCREWED%2BUNION,300,,Piping & Fittings,,,,,,,,,,,,1 3000# FS SCREWED UNION,,,,,,,,,,,"Description
Anvil® Pipe Union, Series: FIG 2125, Fitting/Connector Type: Union, 1 in Nominal, FNPT, 2-25/32 in Hex, 2-7/16 in Length, SCH 160, 3000 lb, 2000 psi, Forged, Steel, Black Oxide, -20 to 550 deg F, 1-25/32 in Dia, Domestic
Features:
Anvil offers high-pressure bushings, unions and Anvilets for your most demanding applications.
Standards/Approval:
ASME B16.11
FM Approved
IAPMO Listed
UL/ULC Listed",,,,,Black Oxide,,,,,,,,,,,,,,,,,,,,,,,,,2000 psi,,,,,,,SCH 160,,,,,,,,,2-7/16 in,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4132022,,,UNION 3000 SCR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,1-25/32 in Dia,,,,,,,,,,,,,,,,,,69029109092,,,,,,,,,,,,,,,,,Forged,,,,,,,,,,,,,,,,,,,,,,,3000 lb,,,,Domestic,,,,,,0361501208,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Union,,,,,,,,,,,,,1 3000# FS SCREWED UNION,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%203000%20SCR%201&mdx=300,,,,,,,-20 to 550 deg F,,,,,,
,,,,,,,,,,,,,,,,,,,2 in,,,,,,,,,,,,,$8.42,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/NIP%2BBLK%2B2X2-1%252F2/ASC%2BEngineered%2BSolutions_2%2BX%2B2-1%252F2%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,279,,Piping & Fittings,,,,,,,,,,,,2 X 2-1/2 SCH40 BLK PIPE NIPPLE,,,,,,,,,,,"Description
Anvil® Pipe Nipple, 2 in Nominal Size, 2-1/2 in Length, SCH 40/STD, Steel, Black, Domestic",,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCH 40/STD,,,,,,,,,2-1/2 in,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4155588,,,NIP BLK 2X2-1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASC Engineered Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,64444400279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,2X25SBN,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 X 2-1/2 SCH40 BLK PIPE NIPPLE,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%202X2-1%2F2&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1-1/2 in,,,,,,,,,,,,,$4.50,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/NIP%2B304%2B1-1%252F2XCL/Merit%2BBrass%2BCompany_1-1%252F2%2BX%2BCL%2BSCH%2B40%2BTYPE%2B304%2BSS%2BNIPPLE,288,,Piping & Fittings,,,,,,,,,,,,1-1/2 X CL SCH 40 TYPE 304 SS NIPPLE,,,,,,,,,,,"Description
Merit Brass Pipe Nipple, 1-1/2 in Nominal, MNPT, Close Length, SCH 40/STD, Welded, 304L Stainless Steel, Domestic
Standards/Approval:
ANSI B1.20.1
ASTM A312/SA312/A733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCH 40/STD,,,,,,,,,Close,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP 304 1-1/2XCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,671404027759,,,,,,,,,,,,,,,,,Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,4024-001,,,,,,,,304L Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/2 X CL SCH 40 TYPE 304 SS NIPPLE,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20304%201-1%2F2XCL&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4 in,,,,,,,,,P106,,,,$7.02,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/PLUG%2BPVCD%2B4/Spears_4%2BPVC-DWV%2BTHREADED%2BPLUG%2BP106-040,260,,Piping & Fittings,,,,,,,,,,,,4 PVC-DWV THREADED PLUG P106-040,,,,,,,,,,,"Description
Spears® P106-040, P106, Plug Fitting/Connector, 4 in Nominal, MNPT End Style, 1-7/8 in Length, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-7/8 in,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5531349,,,PLUG PVCD 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,054211170922,,,,,,,,,,,,,,,,,Molded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,P106-040,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plug,,,White,,,,,,,,,,4 PVC-DWV THREADED PLUG P106-040,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=PLUG%20PVCD%204&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4 in,,,,,,,,,,,,,$3.63,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/NIP%2B304%2B3%252F4X3/Merit%2BBrass%2BCompany_3%252F4%2BX%2B3%2BSCH40%2BTYPE%2B304%2BSS%2BNIPPLE,341,,Piping & Fittings,,,,,,,,,,,,3/4 X 3 SCH40 TYPE 304 SS NIPPLE,,,,,,,,,,,"Description
Merit Brass Pipe Nipple, 3/4 in Nominal, MNPT, 3 in Length, SCH 40/STD, Welded, 304L Stainless Steel, Domestic
Standards/Approval:
ANSI B1.20.1
ASTM A312/SA312/A733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCH 40/STD,,,,,,,,,3 in,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIP 304 3/4X3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merit Brass Company,,,,,,,,,,,,,,,,,,,,,,,,,,671404027193,,,,,,,,,,,,,,,,,Welded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,4012-300,,,,,,,,304L Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/4 X 3 SCH40 TYPE 304 SS NIPPLE,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20304%203%2F4X3&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2 x 1-1/2 in,,,,,,,,,P107,,,,$2.30,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/BUSH%2BPVCD%2B2X1-1%252F2/Spears_2%2BX%2B1-1%252F2%2BPVC-DWV%2BSXS%2BBUSHING%2BP107-251,123,,Piping & Fittings,,,,,,,,,,,,2 X 1-1/2 PVC-DWV SXS BUSHING P107-251,,,,,,,,,,,"Description
Spears® P107-251, Flush, P107, Bushing Fitting/Connector, 2 x 1-1/2 in Nominal, Spigot x Hub End Style, 1-1/16 in Length, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/16 in,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5442062,,,BUSH PVCD 2X1-1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,,,,,,,,,,Flush,,,,,,,,,054211170939,,,,,,,,,,,,,,,,,Molded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,P107-251,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spigot x Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bushing,,,White,,,,,,,,,,2 X 1-1/2 PVC-DWV SXS BUSHING P107-251,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20PVCD%202X1-1%2F2&mdx=300,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3/4 in,,,,,,,,,,,,,$0.48,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SPE%2B429-007/Spears_3%252F4%2BPVC-40%2BCOUP%2BS%2BX%2BS,706,,Piping & Fittings,,,,,,,,,,,,3/4 PVC-40 COUP S X S,,,,,,,,,,,"Description
Spears® 429-007, Standard, Coupling Fitting/Connector, 3/4 in Nominal, Socket End Style, 2-3/32 in Length, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, 1-5/16 in Dia Dimensions, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D1785
ASTM D2466
NSF Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCH 40/STD,,,,,,,,,2-3/32 in,,,,Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5447253,,,SPE 429-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spears,,,,,,,,1-5/16 in Dia,,,,,,,,,Standard,,,,,,,,,054211137505,,,,,,,,,,,,,,,,,Molded,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,429-007,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Socket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling,,,White,,,,,,,,,,3/4 PVC-40 COUP S X S,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20429-007&mdx=300,,,,,,,140 deg F,,,,,,
