Capacity,Bundle Diameter,Thread Size,Number of Knockouts,Adhesive Material,Color Rendering Index (CRI),Number of Ports,Nominal Discharge Current,Lamp Type,Hub Diameter,Cable Type,Tube Size,Timing Range,Operating Cycles,Number of Lamps,Number of Wires,Roll Length,Manufacturer,Interrupt Rating,Point Size,Box Type,Family,Dimmable,Temperature Range,Cutout,Enclosure,Head Type,Lamp Base,Cord Size,Wall Thickness,Cord Length,Tab Size,Beam Type,Display Type,Packaging Type,Minimum Operating Temperature,Feed Type,Point Type,Thread Type,Designation,Gauge Thickness,Fixture Wattage,Tungsten Rating,Pressure Rating,Color Temperature,Short Circuit Current Rating,TYPE,Tap Quantity,Number of Jaws,Slot Spacing,Drive Type,Nominal Size,Dimensions,Jacket Material,Trip Type,Hub Size,Plug Type,Environmental Conditions,Mounting Orientation,Roll Width,Humidity Range,Tensile Strength,Schedule Rating,End Style,Number of Conductors,Stages Heat,Horsepower,Composition,Adhesion Strength,Overall Length,Total Harmonic Distortion,Cover Type,Barrel Type,Number of Heads,Drive Size,Grade,Series,Duct Diameter,Specific Gravity,Housing Width,Length,Type,Flange Width,Price,Outside Diameter,Minimum Starting Temperature,Voltage Rating,Fixture Type,Knockout Size,Tongue Size,Supplier,Actuator,Power Source,Hole Size,Grille Length,Hex Size,Motion Sensing,Gauge,Tap Size,Stud Size,Bar Length,Conductor Size,UPC,Light Color,Start Type,Container Size,Electrical Ratings,Pipe Size,Specifications,Standard Pack,Lock Mechanism,Wire Type,Light Output,Cable Size,Action,Number of Hubs,Number of Gangs,Size,Module Type,Flange Thickness,Rod Size,Spring Type,Sensor Type,Grit,Housing Height,Bolt Hole Size,Contact Configuration,Wire Size,Fan Motor Wattage,Orientation,Number of Cables,Strands,Number of Outlets,Maximum Operating Temperature,Average Life,Stages Cool,Enclosure Type,Mounting Type,Cable Openings,Material Type,Conductor Material,Receptacle Type,url,On Hand,Method of Manufacture,Resistance,Fitting/Connector Type,Operational Mode,Current/Amps,Category,AC Cable Size,Actuator Type,Insulation Material,Color,Air Flow Rate,Housing Material,Core Diameter,Sones,Specifications Met,Grille Material,Ballast Type,Nipple Type,Slot Size,Ballast Factor,Phase,Number of Poles,NEMA Rating,Trade Size,Power Rating,Insulated/Non-Insulated,Head Size,Contact Form,Lumens,Seal Material,Bolt Circle Diameter,Connection Type,Number of Holes,Angle,Suitable For Use With,Description,Flexibility,Frequency Rating,Coil Voltage,Construction,Main/Run Size,Conductor Type,Title,Legend Color,Diameter,Number of Pieces,Ceiling Opening,Control Range,Flow Rate,Number of Stages,Staple Size,Terminal Type,Operation Mode,Cable Tap,Supplemental Files,Number of Bolt Holes,Recommended Torque,Housing Length,Humidity Sensing,Backing Material,Ballast Load,Terminal Designations,Insulated,Lamp Base Type,Wattage,KSCdirect Part #,Container Type,Cord Diameter,Legend,Thickness,Maximum Steady Load,Depth,Details,Insulation Type,Average Ft,Bend Radius,Length Through Hub,Pressure Class,Connector Type,Cleat Type,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Differential,Incandescent Equivalent,Inside Diameter,Flammability Rating,Radius,End Connection Type,Measurement System,Mounting,Shell Style,Lamp Wattage,Barrel Size,Peak Surge Current,image,Insulation,Grille Width,Finish,MFG Part #,Abrasive Material,Liner Material,Time Setting,Diameter - Thread Size,Amperage Rating,Lamp Finish,Width,Shape,Jacket Color,Height,Form,Load Capacity,Contact Rating,Hub Type,Control,Housing Finish,Run Size,Flash Point,Dielectric Strength,Cable Entry Size,Material,Fan Switching,Temperature Rating,Thermostat Type,Working Pressure,Class,Lighting Technology,Power Factor,Connection,Odor/Scent,Conduit Size
,,,,,,,,,,,,,,,,,R & D Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.02,,,,,,,R & D Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/HILL%2BPLASTIC%2BFAN%2BCOVER/R%2B%2526%2BD%2BEngineering_Hillphoenix%2BPlastic%2BFan%2BCover%2B-%2B7%2522%2B%2B%2B%2528BLACK%2529,1144,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillphoenix Plastic Fan Cover - 7""   (BLACK)",,,,,,,"Hillphoenix Plastic Fan Cover - 7""   (BLACK)",,,,,,,,,,,,,,,,,,,,,,,HILL PLASTIC FAN COVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ENCORE WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.61,,,,,,,ENCORE WIRE,,,,,,,,,,,,739373015051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/ROMAX%2BCOP%2B14%252F3WG/ENCORE%2BWIRE_COPPER%2BROMAX%2B14%252F3WG%2B%2528250%2527%2BCOIL%2529%2B%2B101310700030,8448,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COPPER ROMAX 14/3WG (250' COIL)  101310700030,,,,,,,COPPER ROMAX 14/3WG (250' COIL)  101310700030,,,,,,,,,,,,,,,,,,,,,,,ROMAX COP 14/3WG,,,,,,,"COPPER ROMAX 14/3WG (250' COIL)
Keywords: ENCORE ROMAX COP 14/3WG  ENCORE WIRE LIMITED UNITTE00070          COPPER ROMAX 14/3WG (250 COIL)
Category:
[0] => ELECTRICAL => WIRE, CABLE AND CORD => WIRE => COPPER WIRE => NMB (ROMEX)
[1] => SUPPLIER DIRECTORY => ENCORE WIRE LIMITED => ELECTRICAL => WIRE, CABLE AND CORD => WIRE => COPPER WIRE => NMB (ROMEX)
Kelly Legacy Part Number: 8070085",,,,,,,,,,,,,,,,,,,,,,,,,,,,101310700030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,80,,,A19 LED,,,,,,,,,Osram Sylvania,,,,,,,,,,,,,,,,,,,,,,LED8.5A19/F/827/10YV/RP,,,,,2700 K,,,,,,,,2.36 in Dia x 4.4 in L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$4.07,,,120 VAC,,,,Osram Sylvania,,,,,,,,,,,,046135738852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000 hr,,,,,,,,https://kscdirect.com/item/SYL%2B73885/Osram%2BSylvania_LED8.5A19F82710YVRP-60W%2BEquivalent%2B%2BContractor%2BSeries%2BLED%2BA19%2BLamps,242,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,800 Lumens,,,,,,,LED8.5A19F82710YVRP-60W Equivalent  Contractor Series LED A19 Lamps,,,,,,,LED8.5A19F82710YVRP-60W Equivalent  Contractor Series LED A19 Lamps,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5054147,,,,,,,,,Medium,8.5 W,SYL 73885,,,,,,,"Description
Sylvania LED Lamp, LED8.5A19/F/827/10YV/RP Designation, 8.5 W Wattage, 60 W Incandescent Equivalent, 120 VAC, A19 LED Lamp, Medium Lamp Base, Arbitrary Shape, 800 Lumens Lumens, 11000 hr Average Life, 80 CRI, 2700 K Color Temperature, Frosted Lamp, 2.36 in Dia x 4.4 in L Dimensions
Features:
Rated up to 11000 hr at 70% Lumens maintenance, contractor series LED A19 lamps offer years of service and reduce energy and maintenance costs
UV and IR free
Mercury free
Reduces energy consumption up to 86%
Lasts up to 11 times longer than incandescent lamps
No warm-up time, instant-on with full light output and stable color
Contractor series LED A19 lamps are environmentally preferred products
They are RoHS compliant and contain no mercury, lead or other hazardous materials
They emit no UV or IR radiation
A CRI of 80+ ensures good color definition
Applications:
Downlights, Pendant Fixtures, Table Lamps, Wall Sconces, Healthcare, Hospitality, Residential and Retail Applications
Standards/Approval:
cETLus Listed
RoHS Compliant",,,,,,,,,,,,,60 W,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SYL%2073885&mdx=300,,,,73885,,,,,,Frosted,,Arbitrary,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Incandescent,,,,,,,,,LEVITON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-1/2 in Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Piece Keyless,,$2.71,,,250 VAC,,,,LEVITON,,,,,,,,,,,,078477323007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twist-Lock,,,,,https://kscdirect.com/item/LEV%2B49875/LEVITON_WH%2BPORC%2BLAMPH%2BKLESS%2B4%2BSCR%2B660W250V,105,,,,,,Electrical,,,,White,,,,,,,,,,,,,,,,,,,,,,Top Wired,,,,WH PORC LAMPH KLESS 4 SCR 660W250V,,,,,,,WH PORC LAMPH KLESS 4 SCR 660W250V,,,,,,,,,Screw,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5005298,,,,,,,,,Medium,,LEV 49875,,,,,,,"Description
Leviton® Lampholder, 1-Piece Keyless, 660 W Lamp, 250 VAC, Incandescent Lamp, Medium Lamp Base, Screw Terminal, Twist-Lock Mounting, Top Wired Connection, Porcelain, White, Glazed, 4-1/2 in Dia Dimensions
Applications:
Commercial Applications
Standards/Approval:
CSA File No. LR1863
UL File No. E3810
Warranty:
1 Year Limited",,,,,,,,,,,,,,,,,,,,,660 W,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%2049875&mdx=300,,,Glazed,49875,,,,,,,,,,,,,,,,,,,,,Porcelain,,,,,,,,,,
,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50.61,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/AD%2BG369628/Approved%2BSupplier_SHEET%2BGAL%2B28GA%2B36%2522%2BX%2B96%2522%2B%2B%2B%2B%2B%2B%2B%25285%2529,33,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHEET GAL 28GA 36"" X 96""       (5)",,,,,,,"SHEET GAL 28GA 36"" X 96""       (5)",,,,,,,,,,,,,,,,,,,,,,,AD G369628,,,,,,,"SHEET GAL 28GA 36"" X 96""",,,,,,,,,,,,,,,,,,,,,,,,,,,,AD G369628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07 in W x 0.29 in H,,,,,,,,,,,,,,,,,,,,,,,,L Series,,,,,Standard,,$0.90,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,687855164004,,,,,,,,,,,,,,,1-1/4 in NPSL,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/EGS%2BL-400/Appleton-Emerson%2BIndustrial%2BAutomation_NEER%2BL-400%2BSTEEL%2BLOCKNUT%2B-%2B1-1%252F4%2522%2B%2528%2BTOP%2B284UL%2B50%252Fpk%2B%2529,272,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Threaded Conduit/Connectors,"NEER L-400 STEEL LOCKNUT - 1-1/4"" ( TOP 284UL 50/pk )",,,,,,,"NEER L-400 STEEL LOCKNUT - 1-1/4"" ( TOP 284UL 50/pk )",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7247300,,,,,,,,,,,EGS L-400,,,,,,,"Description
Appleton® NEER™ Conduit Locknut, Standard, Series: L Series, 1-1/4 in NPSL, For Use With: Threaded Conduit/Connectors, Steel, Electro-Zinc Plated, 2.07 in W x 0.29 in H
Applications:
For secure threaded conduit/connectors with tapered/straight thread to a knockout/unthreaded slip hole
Standards/Approval:
NEMA FB-1
RoHS Compliant
UL 514B
UL File No E32539",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=EGS%20L-400&mdx=300,,,Electro-Zinc Plated,L400,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,ENCORE WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.03,,,,,,,ENCORE WIRE,,,,,,,,,,,,739373763112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/THHN%2BCOP%2B6%2BSTR%2BGRN/ENCORE%2BWIRE_GREEN%2BSTRD%2B6%2BCOP%2BTHHN%2B%2B%2B118101205440,4890,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN STRD 6 COP THHN   118101205440,,,,,,,GREEN STRD 6 COP THHN   118101205440,,,,,,,,,,,,,,,,,,,,,,,THHN COP 6 STR GRN,,,,,,,GREEN STRD 6 COP THHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,118101205440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.3 cu-in,,,13,,,,,,,,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 in H x 4 in W x 2-1/8 in D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.70,,,,,1/2 in,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,687855771271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,NEMA FB-1/OS-1,Flush,,,,,https://kscdirect.com/item/EGS%2B4SDVBEKPL/Appleton-Emerson%2BIndustrial%2BAutomation_4%2BIN%2BSQ%2BOUTL%2BBOX%2B2-1%252F8%2BDEEP,323,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 IN SQ OUTL BOX 2-1/8 DEEP,,,,,,,4 IN SQ OUTL BOX 2-1/8 DEEP,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7247639,,,,,,,,,,,EGS 4SDVBEKPL,,,,,,,"Description
Appleton®, 4SDVB-EK-PL, Square Box, 13 Outlets, 13 Knockouts, 1/2 in Knockout, Squared Shape, NEMA FB-1/OS-1 Enclosure, Flush Mounting, 30.3 cu-in Capacity, Steel, Pre-Galvanized, 4 in H x 4 in W x 2-1/8 in D Dimensions
Features:
(6) 1/2 in, (3) eccentric side, (2) 1/2 in, (2) eccentric bottom knockouts
Applications:
Commercial and Residential Applications
Standards/Approval:
ARRA Compliant
Buy American Act Compliant
UL File No. E18095",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=EGS%204SDVBEKPL&mdx=300,,,Pre-Galvanized,4SDVBEKPL,,,,,,,,Squared,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,3,,LEVITON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21 in H x 1.69 in W x 1.4 in D,,,,,,,,,,,,,,1 hp,,,,,,,,,Commercial/Residential/Specification,,,,,,Duplex Feed Through Self-Test Slim Standard Tamper Resistant,,$19.83,,,125 VAC,,,,LEVITON,,,,,,,,,,,,078477497364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/LEV%2BGFTR2-W/LEVITON_WH%2BST%2BTR%2BGFCI%2B20A125V,68,,,,,,Electrical,,,,White,,,,,,,,,,,,2,NEMA 5-20R,,,,,,,,,,,,,WH ST TR GFCI 20A125V,,,,,,,WH ST TR GFCI 20A125V,,,,,,,,,Back/Side Wire,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4979807,,,,,,,,,,,LEV GFTR2-W,,,,,,,"Description
Leviton® GFCI Receptacle, Duplex Feed Through Self-Test Slim Standard Tamper Resistant, 125 VAC, 20 A, 1 hp, 2 Pole, 3 Wires, NEMA 5-20R NEMA Rating, Commercial/Residential/Specification Grade, -35 to 66 deg C, Back/Side Wire Terminal, Polycarbonate, White, 4.21 in H x 1.69 in W x 1.4 in D Dimensions
Features:
Provides continuous ground fault protection detects and trips on actual ground fault even when self-test is being conducted
On initial power up, tests the GFCI circuit within 3 sec
Auto monitoring exceeds the UL requirement
Auto adapts and shifts to more frequent testing if potential problem is detected
Status indicator light provides simple, intuitive feedback on power and protection status as well as indication of line load reversal
Patented lockout action prevents reset if GFCI is damaged and cannot respond to a ground fault
Electronics are designed to minimize any false triggers
Reduced depth makes it easier to install in any electrical box, even shallow ones
External back wire clamps provide visual indication of proper wire seating
Withstands high torque and resists wire pullout
Standard brass self-grounding clip
Trip threshold meets or exceeds UL requirements for tripping time
Improved immunity to high frequency noise reduces nuisance tripping
Advanced electronics design provides superior resistance to electrical surges and over voltages
Compatible with all Decora® devices and wallplates
Applications:
Residential, Educational Facilities, Airports, Restaurants, Lodging, Retail Malls, Commercial Offices and Public Areas Applications
Standards/Approval:
ANSI C73
CSA C22.2 No. 144.1-06/42 File No. LR57811
Federal Specification WC596
MIL-SPEC A-A-55459-SB
NOM Certified
UL 498/943 File No. E48380",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%20GFTR2-W&mdx=300,,,,GFTR2-W,,,,,20 A,,,,,,,,,,,,,,,,Polycarbonate,,-35 to 66 deg C,,,,,,,,
,,,,,,,,,,,,,,,,,SOUTHWARK METAL MFG CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVHWP,,,,,,,$7.92,,,,,,,SOUTHWARK METAL MFG CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/SOU%2BSVHWP4%2BWHITE/SOUTHWARK%2BMETAL%2BMFG%2BCO_4%2522%2BWHITE%2BPLASTIC%2BVENT%2BHOOD,55,,,,,,Electrical,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,"4"" WHITE PLASTIC VENT HOOD",,,,,,,"4"" WHITE PLASTIC VENT HOOD",,,,,,,,,,,,,,,,,,,,,,,SOU SVHWP4 WHITE,,,,,,,"Description
Southwark Dryer Vent Hood, Series: SVHWP, 4 in Width, Plastic, White",,,,,,,,,,,Domestic,,,,,,,,,,,,,,,,,SVHWP4,,,,,,,4 in,,,,,,,,,,,,,,Plastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duplex Receptacle,,,,,,,,,4 in,,,$1.31,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,687855770953,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Surface,,,,,https://kscdirect.com/item/EGS%2B2510/Appleton-Emerson%2BIndustrial%2BAutomation_RECEPTACLE%2BHANDY%2BBOX%2BCVR%2B4%2BX%2B2-1%252F8,187,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECEPTACLE HANDY BOX CVR 4 X 2-1/8,,,,,,,RECEPTACLE HANDY BOX CVR 4 X 2-1/8,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=6998659,,,,,,,,,,,EGS 2510,,,,,,,"Description
Appleton® ETP™ Handy Box Cover, 2 Gangs, 4 in Length, 2-1/8 in Width, Rectangle Shape, Duplex Receptacle Cover, Surface Mounting, Steel, Galvanized
Applications:
For use with duplex receptacle and 4 x 2-1/8 in boxes
Standards/Approval:
ARRA Compliant
Buy American Act Compliant
UL 514A File No. E2527/E3439",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=EGS%202510&mdx=300,,,Galvanized,2510,,,,,,,2-1/8 in,Rectangle,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,Electri-Flex Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 ft Coil,Type USL-380,,$0.95,0.52 to 0.55 in,,,,,,Electri-Flex Company,,,,,,,,,,,,782673924028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/ELE%2B92402/Electri-Flex%2BCompany_USL%2B380%2B%2B250FT%2BCOIL%252C%2BSize%253A%2B380,3000,,,,,,Electrical,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,"USL 380  250FT COIL, Size: 380",Extra Flexible,,,,,,"USL 380  250FT COIL, Size: 380",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4759990,,,,,,,,,,,ELE 92402,,,,,,,"Description
Liquatite® Flexible Metal Conduit, Type USL-380, 0.36 to 0.39 Inside Dia, 0.52 to 0.55 Outside Dia, 250 ft Coil Length, 1-1/4 Bend Radius, Extra Flexible Flexibility, Steel, Metal, Hot Dipped Galvanized
Features:
Helically wound, formed strip
Extra-flexible steel conduit
Mates with a variety of setscrew and clamp type connectors
Applications:
Security Applications
Standards/Approval:
ARRA Compliant
Buy American Act Compliant
RoHS Compliant
WEEE Compliant
UL Recognized
UL File No. E53253
CSA LO 4000-4875",,,1-1/4 in,,,,,,,,,,,0.36 to 0.39 in,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=ELE%2092402&mdx=300,,,Hot Dipped Galvanized,92402,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,BRAMEC CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$19.97,,,,,,,BRAMEC CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 in x 6 ft; 10 ga THHN; 1-Str/1-90 deg,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/BRA%2B18825/BRAMEC%2BCORPORATION_1%252F2%2527%2BX%2B6%2527%2B%252310%2BAC%2BWHIP,75,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2' X 6' #10 AC WHIP,,,,,,,1/2' X 6' #10 AC WHIP,,,,,,,,,,,,,,,,,,,,,,,BRA 18825,,,,,,,"Bramec BRA 18825 -
18825
Features:
• Individually bagged with hanging hole
• Each whip comes assembled
• Wire is provided in 3 distinct colors for ease of hook-up
• Saves time & effort in wiring air conditioner condenser units",,,,,,,,,,,,,,,,,,,,,,,,,,,,18825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9 in Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spigot Standard Radius,,$3.73,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,622454785441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/90%2BPVCE%2B1-1%252F2/KRALOY%2BMULTI%2BFITTINGS%2BCORP_1-1%252F2%2BPVC%2BCONDUIT%2B90%2BELL%2B078544%2B%2528%2BTopaz%2B1045%2B-%2B30%252Fpk%2529,92,,,,,,Electrical,,,,,,,,,,,,,,,,,,1-1/2 in,,,,,,,,,,90 deg,Rigid PVC Conduit,1-1/2 PVC CONDUIT 90 ELL 078544 ( Topaz 1045 - 30/pk),,,,,,,1-1/2 PVC CONDUIT 90 ELL 078544 ( Topaz 1045 - 30/pk),,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7874779,,,,,,,,,,,90 PVCE 1-1/2,,,,,,,"Description
Kraloy® Conduit Elbow, Spigot Standard Radius, 1-1/2 in, 90 deg, 8-1/4 in Radius, For Use With: Rigid PVC Conduit, PVC, 1.9 in Dia
Features:
Easy wire pulling
Mechanical protection for cabling
Applications:
Residential Single, Multi-Family Dwellings, Food Processing Plants, Fish Processing Plants, Street, Highway Lighting, Sewage, Water Treatment Plants, Bridges and Tunnels, Communications, Pulp, Agricultural , Car Washes, Marinas, Airports, Utilities, Cable and Paper Applications
Standards/Approval:
ARRA Compliant
Buy American Act Compliant
UL 514B
UL 651
Warranty:
Limited",,,,,,,,,,,,,,,,8-1/4 in,,,,,,,,,,,,40STD1590,,,,,,,,,,,,,,,,,,,,,PVC,,,,,,,,,,
,,,,,,,,,,,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 in H x 2.3 in W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.68,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,622454780057,,,,,,,,,,,,,,,1-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/COUP%2BPVCE%2B1-1%252F2/KRALOY%2BMULTI%2BFITTINGS%2BCORP_1-1%252F2%2BPVC%2BCONDUIT%2BCOUP%2B078005%2B%2528Topaz%2B1015%2529,182,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rigid Conduit Fittings,1-1/2 PVC CONDUIT COUP 078005 (Topaz 1015),,,,,,,1-1/2 PVC CONDUIT COUP 078005 (Topaz 1015),,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7874537,,,,,,,,,,,COUP PVCE 1-1/2,,,,,,,"Description
Kraloy® Conduit Coupling, 1-1/2 in, For Use With: Rigid Conduit Fittings, PVC, 2.3 in H x 2.3 in W
Features:
Light weight yet offers high impact and tensile strength
Chemical resistant to a wide range of acids, alkalis or salt solutions
Corrosion resistant for lower maintenance cost and longer life
PVC is nonconductive eliminating dangerous second point of contact
Standards/Approval:
ARRA Compliant
Buy American Act Compliant
CSA C22.2 No. 211.2
UL 651",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%20PVCE%201-1%2F2&mdx=300,,,,CP15,,,,,,,,,,,,,,,,,,,,,PVC,,,,,,,,,,
