Capacity,Bundle Diameter,Thread Size,Number of Knockouts,Adhesive Material,Color Rendering Index (CRI),Number of Ports,Nominal Discharge Current,Lamp Type,Hub Diameter,Cable Type,Tube Size,Timing Range,Operating Cycles,Number of Lamps,Number of Wires,Roll Length,Manufacturer,Interrupt Rating,Point Size,Box Type,Family,Dimmable,Temperature Range,Cutout,Enclosure,Head Type,Lamp Base,Cord Size,Wall Thickness,Cord Length,Tab Size,Beam Type,Display Type,Packaging Type,Minimum Operating Temperature,Feed Type,Point Type,Thread Type,Designation,Gauge Thickness,Fixture Wattage,Tungsten Rating,Pressure Rating,Color Temperature,Short Circuit Current Rating,TYPE,Tap Quantity,Number of Jaws,Slot Spacing,Drive Type,Nominal Size,Dimensions,Jacket Material,Trip Type,Hub Size,Plug Type,Environmental Conditions,Mounting Orientation,Roll Width,Humidity Range,Tensile Strength,Schedule Rating,End Style,Number of Conductors,Stages Heat,Horsepower,Composition,Adhesion Strength,Overall Length,Total Harmonic Distortion,Cover Type,Barrel Type,Number of Heads,Drive Size,Grade,Series,Duct Diameter,Specific Gravity,Housing Width,Length,Type,Flange Width,Price,Outside Diameter,Minimum Starting Temperature,Voltage Rating,Fixture Type,Knockout Size,Tongue Size,Supplier,Actuator,Power Source,Hole Size,Grille Length,Hex Size,Motion Sensing,Gauge,Tap Size,Stud Size,Bar Length,Conductor Size,UPC,Light Color,Start Type,Container Size,Electrical Ratings,Pipe Size,Specifications,Standard Pack,Lock Mechanism,Wire Type,Light Output,Cable Size,Action,Number of Hubs,Number of Gangs,Size,Module Type,Flange Thickness,Rod Size,Spring Type,Sensor Type,Grit,Housing Height,Bolt Hole Size,Contact Configuration,Wire Size,Fan Motor Wattage,Orientation,Number of Cables,Strands,Number of Outlets,Maximum Operating Temperature,Average Life,Stages Cool,Enclosure Type,Mounting Type,Cable Openings,Material Type,Conductor Material,Receptacle Type,url,On Hand,Method of Manufacture,Resistance,Fitting/Connector Type,Operational Mode,Current/Amps,Category,AC Cable Size,Actuator Type,Insulation Material,Color,Air Flow Rate,Housing Material,Core Diameter,Sones,Specifications Met,Grille Material,Ballast Type,Nipple Type,Slot Size,Ballast Factor,Phase,Number of Poles,NEMA Rating,Trade Size,Power Rating,Insulated/Non-Insulated,Head Size,Contact Form,Lumens,Seal Material,Bolt Circle Diameter,Connection Type,Number of Holes,Angle,Suitable For Use With,Description,Flexibility,Frequency Rating,Coil Voltage,Construction,Main/Run Size,Conductor Type,Title,Legend Color,Diameter,Number of Pieces,Ceiling Opening,Control Range,Flow Rate,Number of Stages,Staple Size,Terminal Type,Operation Mode,Cable Tap,Supplemental Files,Number of Bolt Holes,Recommended Torque,Housing Length,Humidity Sensing,Backing Material,Ballast Load,Terminal Designations,Insulated,Lamp Base Type,Wattage,KSCdirect Part #,Container Type,Cord Diameter,Legend,Thickness,Maximum Steady Load,Depth,Details,Insulation Type,Average Ft,Bend Radius,Length Through Hub,Pressure Class,Connector Type,Cleat Type,Sensitivity,Bar Width,Coating Thickness,Domestic/Import,Differential,Incandescent Equivalent,Inside Diameter,Flammability Rating,Radius,End Connection Type,Measurement System,Mounting,Shell Style,Lamp Wattage,Barrel Size,Peak Surge Current,image,Insulation,Grille Width,Finish,MFG Part #,Abrasive Material,Liner Material,Time Setting,Diameter - Thread Size,Amperage Rating,Lamp Finish,Width,Shape,Jacket Color,Height,Form,Load Capacity,Contact Rating,Hub Type,Control,Housing Finish,Run Size,Flash Point,Dielectric Strength,Cable Entry Size,Material,Fan Switching,Temperature Rating,Thermostat Type,Working Pressure,Class,Lighting Technology,Power Factor,Connection,Odor/Scent,Conduit Size
,,,,,,,,,,,,,,,,,ALLIED TUBE & CONDUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 ft,,,$3.64,1.51 in,,,,,,ALLIED TUBE & CONDUIT,,,,,,,,,,,,091111020049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/COND%2BEMT%2B1-1%252F4/ALLIED%2BTUBE%2B%2526%2BCONDUIT_1-1%252F4%2BEMT%2BCONDUIT%2B%2B%2B%2B%25282000%2529,2170,,,,,,Electrical,,,,,,,,,,,,,,,,,,1-1/4 in,,,,,,,,,,,,1-1/4 EMT CONDUIT    (2000),,,,,,,1-1/4 EMT CONDUIT    (2000),,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4552846,,,,,,,,,,,COND EMT 1-1/4,,,,0.065 in,,,"Description
Allied Tube & Conduit E-Z Pull® Electrical Metallic Tubing, 1-1/4 in, 1.51 in Outside Dia, 10 ft Length, 0.065 in Thickness, Steel, Galvanized
Features:
Hot galvanized steel using patented inline Flo-Coat® process for long lasting exterior protection
E-Z Pull interior coating provides a smooth raceway for fast, easier wire-pulling
Excellent mechanical protection for conductors
Ductility for faster and easier bending
Optimal EMI shielding characteristics
Standards/Approval:
ARRA Compliant
Buy American Act Compliant
RoHS Compliant
ANSI C80.3
UL 797",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COND%20EMT%201-1%2F4&mdx=300,,,Galvanized,101576,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 in L x 0.86 in W x 1.68 in H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-Hole,,$0.46,,,,,,,Appleton-Emerson Industrial Automation,,,,,,,,,1/4 in,,,687855318049,,,,,,,,,,,,,,,1-1/4 in,,,,,,,,,,,,,,,,,,,,Hole,,,,,https://kscdirect.com/item/EGS%2BTH-1804/Appleton-Emerson%2BIndustrial%2BAutomation_NEER%2BTH-1804%2BHW%2B2-HOLE%2BSTRAP%2B-%2B1-1%252F4%2522,133,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMC/Rigid Conduit,"NEER TH-1804 HW 2-HOLE STRAP - 1-1/4""",,,,,,,"NEER TH-1804 HW 2-HOLE STRAP - 1-1/4""",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7247442,,,,,,,,,,,EGS TH-1804,,,,,,,"Description
Appleton® NEER™ Snap-On Strap, 2-Hole, 1-1/4 in, 1/4 in Stud, For Use With: IMC/Rigid Conduit, Hole Mount, Steel, Zinc Plated, 4 in L x 0.86 in W x 1.68 in H
Applications:
Used where higher load bearing supports are desired
Standards/Approval:
CSA C22.2 No. 18.4
cUL 2239
UL File No. E333806",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=EGS%20TH-1804&mdx=300,,,Zinc Plated,TH1804,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,LEVITON,,,,,,,,NEMA WD-1/WD-6,,,,,,,,,,,,,,,,,,,,,,,,,,,46 in H x 1.31 in W x 0.92 in D,,,,,-40 to 120 deg C Operating Temperature,,,,,,,,,,,,,,,,,,,,,,,,Grounding,,$2.49,,,120/277 VAC,,,,LEVITON,Toggle,,,,,,,,,,,078477815748,,,,,,,,,,,,,,,,,,,,,,,,SP,,,,,,,,,,,,,,,,https://kscdirect.com/item/LEV%2BCS120-2W/LEVITON_WH%2BSW%2BSTD%2BTGL%2BSP%2B20A120%252F277VAC,76,,,,,,Electrical,,,,White,,,,,,,,,,,,1,,,"800 W, 1000 VA",,,,,,,,,,,WH SW STD TGL SP 20A120/277VAC,,,,,,,WH SW STD TGL SP 20A120/277VAC,,,,,,,,,Side Wire,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5014572,,,,,,,,,,,LEV CS120-2W,,,,,,,"Description
Leviton®, CS120-2W, Toggle Switch, Grounding, 120/277 VAC, 20 A, 800 W, 1000 VA Power, SP Contact Configuration, 1 hp at 120 VAC, 2 hp at 240 VAC Contact, 1 Pole, Toggle Actuator, NEMA WD-1/WD-6 Enclosure, Surface Mounting, Side Wire Terminal, Thermoplastic, White, Environmental Conditions: -40 to 120 deg C Operating Temperature, 46 in H x 1.31 in W x 0.92 in D Dimensions
Features:
Large head triple drive combination screws (standard, Phillips and Robertson) for fast wiring installation
Heavy gauge, rust resistant steel mounting strap
Accepts no 14 to 12 AWG copper or copper clad wire
Convenient break-OFF plaster ears for best alignment
Large switch contacts for maximum conductivity
1 hp at 120 VAC, 2 hp at 240 VAC power rating
Applications:
Commercial Applications
Standards/Approval:
ANSI C73
CSA C22.2 No. 111 File No. 152105
NOM 057
Federal Specification WS896E File No. E7458
UL 20
UL94 V-2 Flammability Rating
Warranty:
10 year Limited",,,,,,,,,,,,,,,,,,,Surface,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%20CS120-2W&mdx=300,,,,CS120-2W,,,,,20 A,,,,,,,,"1 hp at 120 VAC, 2 hp at 240 VAC",,,,,,,,Thermoplastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,COLEMAN CABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,500 ft,Type MTW,,$0.12,0.12 in,,600 VAC,,,,COLEMAN CABLE,,,,,,,,,,,16 AWG,029892252748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,https://kscdirect.com/item/CAB%2B411020503/COLEMAN%2BCABLE_16%252826%252F30%2529MTW%2BOR%2B500%2527R%2BROHS,6500,,4.18 Ohm,,,,Electrical,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,16(26/30)MTW OR 500'R ROHS,,,,,,Bare Copper,16(26/30)MTW OR 500'R ROHS,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7312231,,,,,,,,,,,CAB 411020503,,,,,,,"Description
Southwire® Building Wire, Type MTW, 600 VAC, 14 A, 1 Conductor, Bare Copper Conductor, 16 AWG Conductor, 0.12 in OD, 500 ft Length, 26 Strands, 4.18 Ohm Resistance, PVC Insulation, Orange Jacket, -20 to 105 deg C
Features:
4.18 Ohm/1000 ft nominal DC resistance per conductor at 20 deg C
13.2 lb/1m ft nominal cable weight
Cable consists of one bare copper conductor with integral insulation and jacket
Applications:
For machine tool wiring, lead wiring, appliance wiring material and equipment wire applications
Standards/Approval:
UL 1063
UL 758
CSA 22.2 No.210 Certified",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CAB%20411020503&mdx=300,,,,411020503,,,,,14 A,,,,Orange,,,,,,,,,,,,,,-20 to 105 deg C,,,,,,,,
,,,,,,,,,,Aluminum/Steel/Flex/AC/AC90/HCF/MC/MCI-A,,,,,,,ARLINGTON INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.154 in H x 1.738 in W,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Duplex Straight,,$3.12,,,,,3/8 in,,ARLINGTON INDUSTRIES,,,,,,,,,,,,018997362308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405 to 0.612 in,,,,https://kscdirect.com/item/ARL%2B3838AST/ARLINGTON%2BINDUSTRIES_MCCONNECTOR%2BSNAP2IT%2BDUPLEX%2BSNAP%2BIN,667,,,,,,Electrical,,,,Silver,,,,,,,,,,,,,,3/8 in,,,,,,,,Snap-In,,,,MCCONNECTOR SNAP2IT DUPLEX SNAP IN,,,,,,,MCCONNECTOR SNAP2IT DUPLEX SNAP IN,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4276162,,,,,,,,,,,ARL 3838AST,,,,,,,"Description
Arlington Snap2IT® Cable Connector, Duplex Straight, 3/8 in Trade, 3/8 in Knockout, Cable Openings: 0.405 to 0.612 in, 2 Conductors, Aluminum/Steel/Flex/AC/AC90/HCF/MC/MCI-A Cable, Snap-In Connection, Die Cast Zinc, Silver, 2.154 in H x 1.738 in W Dimensions
Features:
Concretetight when taped
Cable connector snaps quickly on to the conduit with a removable screw-in spring steel clip and then snaps into knockout with external spring steel clip, no tools required
Competitively priced
Safe and fast installations
Saves about 17 s per fitting
Use anti-short bushing CSA
Applications:
For steel and aluminum flexible conduit
Standards/Approval:
CSA File No. LR49636
cULus 372D
UL Listed
Warranty:
1 year",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=ARL%203838AST&mdx=300,,,,3838AST,,,,,,,,,,,,,,,,,,,,,Die Cast Zinc,,,,,,,,,,
,,,,,,,,,,,,,,,,,LEVITON,10 kA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 in W x 3.1 in D x 3.9 in H,,Thermal Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$66.86,,,120 VAC,,,,LEVITON,,,,,,,,,,,,078477644805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/LEV%2BLB115-AFT/LEVITON_15A%2B1-POLE%2BTM%2BAFCI%2BBRKR,121,,,,,,Electrical,,Rocker Handle,,,,,,,,,,,,,,1,,,,,,,,,,Plug-On,,,,15A 1-POLE TM AFCI BRKR,,,,,,,15A 1-POLE TM AFCI BRKR,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4961713,,,,,,,,,,,LEV LB115-AFT,,,,,,,"Description
Leviton® AFCI Circuit Breaker, 120 VAC, 15 A, 10 kA Interrupt, Thermal Magnetic Trip, 1 Pole, Rocker Handle Actuator, Plug-On Connection, 77 to 104 deg F, 1 in W x 3.1 in D x 3.9 in H Dimensions
Features:
Simple - features an all plug-on design - no wiring to the circuit breaker
Intuitive - color indicators in the handle to easily see operational status at a glance
Approachable - contemporary aesthetic and rocker style handle are more user friendly
Applications:
For outdoor load center applications
Standards/Approval:
CSA-C22.2 File No. 5-02
EMC Compatible
FCC Certified
HACR Certified
UL File No. 489/1699
Warranty:
10 years Limited, 2 years for electronic component",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%20LB115-AFT&mdx=300,,,,LB115-AFT,,,,,15 A,,,,,,,,,,,,,,,,,,77 to 104 deg F,,,,,,,,
18 cu-in,,,,,,,,,,,,,,,,,ARLINGTON INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.254 in W x 3.75 in D x 6.942 in H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Low Voltage,,$19.88,,,,,,,ARLINGTON INDUSTRIES,,,,,,,,,,,,018997096807,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Wall,,,,,https://kscdirect.com/item/ARL%2BTVBU505/ARLINGTON%2BINDUSTRIES_2%2BGANG%2BTV%2BBOX%2BWHITE,42,,,,,,Electrical,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,2 GANG TV BOX WHITE,,,,,,,2 GANG TV BOX WHITE,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4281734,,,,,,,,,,,ARL TVBU505,,,,,,,"Description
Arlington TV Box™ Recessed Combination Box, Power Low Voltage, 2 Gangs, Wall Mount, 18 cu-in, Plastic, Textured, White, 6.254 in W x 3.75 in D x 6.942 in H
Features:
For new work use supplied screws to install on stud, for convenience box positioning tabs are set for 1/2 in or 5/8 in drywall
Trim plate is textured/paintable and covers edges of cut wall surface
Mounting wings hold bracket securely against wall when screws are tightened
Comes with low voltage divider
For class 2 wiring of satellite or cable TV, speakers
Applications:
For mounting LCD/plasma TVs and other system components flush against the wall and new/existing construction
Standards/Approval:
BAA Compliant
UL File #E17055
CSA File #LR49636
Warranty:
1 Year",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=ARL%20TVBU505&mdx=300,,,Textured,TVBU505,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-1/4 in L x 1-1/2 in W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight,,$3.51,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,751338216006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/TOP%2BP473/Topaz%2BLighting%2BCorp._1%2522%2BST%2BLT%2BCON%2BPLASTIC%2B5%252F50,54,,,,,,Electrical,,,,Gray,,,,,,,,,,,,,,1 in,,,,,,,,,,,,"1"" ST LT CON PLASTIC 5/50",,,,,,,"1"" ST LT CON PLASTIC 5/50",,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7296922,,,,,,,,,,,TOP P473,,,,,,,"Description
Southwire - Topaz Liquid Tight Connector, Straight, 1 in Trade, Nylon 6.6, Gray, 2-1/4 in L x 1-1/2 in W
Features:
Easy assembly avoids having to remove the compression nut
Applications:
For flexible non-metallic Liquid tight tubing
Standards/Approval:
UL 514B, E148716
US Federal Specification No. A-A-50552
CSA Certified
NEMA/ANSI FB-1
Military Specification W-F-406D, W-F-406E, W-F-408D, W-S-610D",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=TOP%20P473&mdx=300,,,,P473,,,,,,,,,,,,,,,,,,,,,Nylon 6.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$52.23,,,,,,,KRALOY MULTI FITTINGS CORP,,,,,,,,,,,,622454418936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/BOX%2BPVCE%2B8X8X4/KRALOY%2BMULTI%2BFITTINGS%2BCORP_8%2BX%2B8%2BX%2B4%2BPVC%2BJUNCTION%2BBOX%2BKRALOY-278306%2B%2528Topaz%2B1227%2529,35,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 X 8 X 4 PVC JUNCTION BOX KRALOY-278306 (Topaz 1227),,,,,,,8 X 8 X 4 PVC JUNCTION BOX KRALOY-278306 (Topaz 1227),,,,,,,,,,,,,,,,,,,,,,,BOX PVCE 8X8X4,,,,,,,"8 X 8 X 4 PVC JUNCTION BOX KRALOY 78248
View catalog page
Keywords: KRALMU BOX PVCE 8X8X4  KRALOY/MULTI FITTINGS CORP KRALMU78248          8 X 8 X 4 PVC JUNCTION BOX KRALOY 78248
Category:
[0] => ELECTRICAL => CONDUIT FITTINGS => PVC FITTINGS => PVC JUNCTION BOXES
[1] => SUPPLIER DIRECTORY => KRALOY/MULTI FITTINGS CORP => ELECTRICAL => CONDUIT FITTINGS => PVC FITTINGS => PVC JUNCTION BOXES
Kelly Legacy Part Number: 8330775",,,,,,,,,,,,,,,,,,,,,,,,,,,,JBX884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"A-Z INDUSTRIES, INC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.65,,,,,,,"A-Z INDUSTRIES, INC",,,,,,,,,,,,029892402341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/CAB%2BC3146AKK04/A-Z%2BINDUSTRIES%252C%2BINC_Wire%2BFEP%2B200%2BDeg%2B14ga%2B600v%2BRed%2B%2B500%2527%2Breel,5000,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wire FEP 200 Deg 14ga 600v Red  500' reel,,,,,,,Wire FEP 200 Deg 14ga 600v Red  500' reel,,,,,,,,,,,,,,,,,,,,,,,CAB C3146AKK04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3146AKK04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.64,,,,,,,Approved Supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/90%2BPVC%2BCOVER%2B%25237%2BW%252FINSERT/Approved%2BSupplier_Fitting%2BCover%252C%2B90%2BElbow%252C%2B3%2BIn%2BMax.%252C%2BWhite,620,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fitting Cover, 90 Elbow, 3 In Max., White",,,,,,,"Fitting Cover, 90 Elbow, 3 In Max., White",,,,,,,,,,,,,,,,,,,,,,,90 PVC COVER #7 W/INSERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84 in L x 2.38 in H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$4.12,,,,,,,Topaz Lighting Corp.,,,,,,,,,,,,751338216709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/TOP%2BP492/Topaz%2BLighting%2BCorp._3%252F4%2522LT%2B90%2BPLASTIC%2B10%252F100,203,,,,,,Electrical,,,,,,,,,,,,,,,,,,3/4 in,,,,,,,,,,90 deg,Flexible Non-metallic Liquid Tight Tubing,"3/4""LT 90 PLASTIC 10/100",,,,,,,"3/4""LT 90 PLASTIC 10/100",,,,,,,,,,,,,,,,,,,,,,,TOP P492,,,,,,,"Description
Southwire - Topaz Liquid Tight Connector, 3/4 in Trade, 90 deg, For Use With: Flexible Non-metallic Liquid Tight Tubing, 6/6 Nylon, 2.84 in L x 2.38 in H
Features:
Component type liquid tight connectors
Easy assembly without having to remove the compression nut
Standards/Approval:
CSA Certified
UL E148716/514B
US Federal Specification A-A-50552
NEMA/ANSI FB-1
Military Specification:W-F-406D/W-F-406E/W-F-408D/W-S-610D",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=TOP%20P492&mdx=300,,,,P492,,,,,,,,,,,,,,,,,,,,,6/6 Nylon,,,,,,,,,,
,,,,,,,,,,,,,,,,,METALLICS WEST INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$8.06,1 in,,,,,,METALLICS WEST INC,,,,,,,,,,,,63972080534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/MET%2BJW112/METALLICS%2BWEST%2BINC_3%252F16%2BX%2B1%2BFENDER%2BWASHER%2B%2528100%252FPACK%2529%2BF-20-4,16,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/16 X 1 FENDER WASHER (100/PACK) F-20-4,,,,,,,3/16 X 1 FENDER WASHER (100/PACK) F-20-4,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5789430,,,,,,,,,,,MET JW112,,,,,,,"Description
Metallics Fender Washer, 3/16 in Inside Dia, 1 in Outside Dia, Steel, Zinc Chromate
Features:
Larger diameter for greater bearing surface
Fits 3/16 in bolt size
Applications:
Electrical, Plumbing, Heating and Air Conditioning Industry Applications",,,,,,,,,,,,,,3/16 in,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=MET%20JW112&mdx=300,,,Zinc Chromate,JW112,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,
,,,,,,,,,,,,,,,,,LEVITON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80414,,,,,,,$1.93,,,,,,,LEVITON,,,,,,,,,,,,078477993989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/LEV%2B80414-2W/LEVITON_WH%2BDECORA%2BBLANK%2BADAPTER%2BPLASTIC,52,,,,,,Electrical,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,Decora® Wallplate,WH DECORA BLANK ADAPTER PLASTIC,,,,,,,WH DECORA BLANK ADAPTER PLASTIC,,,,,,,,,,,,,,,,,,,,,,,LEV 80414-2W,,,,,,,"Description
Leviton® Decora® Blank Insert, Series: 80414, For Use With: Decora® Wallplate, Plastic, White
Features:
Easy - provides a simple way to fill-in an Decora® opening in single or multi-gang applications
Compatible - smooth, contemporary style and plastic construction
Design - smooth, contemporary style and plastic construction
Convenient - includes matching screws for easy installation",,,,,,,,,,,,,,,,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LEV%2080414-2W&mdx=300,,,,80414-2W,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,,
,,,,,,,,,,,,,,,,,ENCORE WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.22,,,,,,,ENCORE WIRE,,,,,,,,,,,,50739373079324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kscdirect.com/item/THHN%2BCOP%2B12%2BSOL%2BRED/ENCORE%2BWIRE_COPPER%2BTHHN%2B12%2BSOLID%2B-%2BRED%2B%2B%2B%2B105100803060,11500,,,,,,Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COPPER THHN 12 SOLID - RED    105100803060,,,,,,,COPPER THHN 12 SOLID - RED    105100803060,,,,,,,,,,,,,,,,,,,,,,,THHN COP 12 SOL RED,,,,,,,"COPPER THHN 12 SOLID - RED
View catalog page
Keywords: ENCORE THHN COP 12 SOL RED  ENCORE WIRE LIMITED UNITTE00285          COPPER THHN 12 SOLID - RED
Category:
[0] => ELECTRICAL => WIRE, CABLE AND CORD => WIRE => COPPER WIRE => THHN
[1] => SUPPLIER DIRECTORY => ENCORE WIRE LIMITED => ELECTRICAL => WIRE, CABLE AND CORD => WIRE => COPPER WIRE => THHN
Kelly Legacy Part Number: 8060105",,,,,,,,,,,,,,,,,,,,,,,,,,,,105100803060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
